match_no,innings,over,runs,wickets
74,2,5,8,1
74,2,6,7,1
74,2,7,11,0
74,2,8,7,0
74,2,9,3,2
74,2,10,9,0
74,2,11,9,0
74,2,12,7,0
74,2,13,10,0
74,2,14,6,1
74,2,15,7,0
74,2,16,6,0
74,2,17,3,0
74,2,18,13,0
